name,price,minimum_nights,availability_365
Modern West Soho Apartment,225,2,6
Bright and sunny 1 BR in the heart of UES,150,3,0
"Room in Brooklyn, 5 min to N and R train",40,5,0
Cozy Attic Studio with Century-Old Charm,105,3,0
Beautiful private bedroom in spacious UWS Apt,150,2,0
Huge Park Slope Loft & Private Garden near Subway,195,3,55
Quiet Williamsburg Penthouse with Manhattan views.,225,6,0
HUGE QUEEN ROOM IN 1500 SQFT WBURG BALLROOM APT,94,4,0
A Penthouse Steps from central park,220,4,0
oasis 2,30,3,90
STYLISH 1-BR APARTMENT IN PRIME SOHO!,187,2,4
HUGE room in a BUSHWICK BROWNSTONE,60,1,0
oasis 3,45,3,90
Sunny & Inviting 3br in the Heart of Clinton Hill,200,2,0
Sofa couch best location 2 min from Central Park!,89,2,0
"Cute Manhattan bedroom, close to all amenities",97,2,365
Your comfy abode in Brooklyn,49,3,62
Private Room in Prime Location,147,4,0
Cozy Private Bedroom in Bushwick,26,4,0
Place of peace,31,1,0
Brand New 1 Bdrm Apt in Williamsburg Brooklyn - 3L,100,30,333
Big Clean well-lit 2br by the subway in WaHi NYC!,120,2,210
Large House in Brooklyn near Express Subway,700,1,303
Cozy 2 Bedroom in Multifamily,100,3,0
COZY BEAUTIFUL STUDIO- UPPER WEST SIDE,80,1,0
Astoria flat 5 minutes to subway 10 mins to NYC,83,5,365
Top Bunk in Queer Co-Living Space for Men,35,3,301
Tranquil Parkside Oasis,133,28,211
Bright New York Loft in Williamsburg/Bushwick,92,3,0
Middle Bunk in Queer Co-Living Space for Men,35,2,274
"Nice private bedroom, prime East Village",95,3,9
Fashion Blvd Flat 20 minutes from City Center!,73,1,0
Cozy 2BR in Rockefeller Center / Times Square,255,4,0
Beautifully Decorated Entire Floor of Brownstone,200,5,31
Spacious Renovated Duplex in Central Harlem,225,3,1
AMAZINGLY LOCATED DECORATED ONE BEDROOM CONDO,275,4,0
"Sun kissed, loft studio in the heart of Chelsea",159,3,0
Cozy Hideaway in Artist’s Industrial Loft,195,3,0
Designer's Own Soho Loft,495,5,2
Amazing Studio at the Time Square Area/52D,130,30,268
Bohemian chic Brooklyn floor thru,135,3,255
"Light-filled, cozy apartment -convenient location!",100,3,2
Private room w/ bathroom near Prospect Park,59,2,347
Brooklyn Gem! Close to transportation!,150,3,364
"Private Bedroom in Artsy Airbnb: Room ""L""",65,2,334
The Long House - Williamsburg!,175,1,0
Beautiful Brownstone 10 mins away from Manhattan,380,4,8
"Small apt in LIC, NY.",170,1,0
Shared Apartment,50,1,95
Newly renovated bedroom apartment - 2 beds,78,5,0
Park Slope it! Close to Manhattan! Renovated!,30,2,0
Beautiful 5th avenue apartment with balcony,200,10,0
Cozy Studio near all Attractions in NYC.,80,1,28
Comfortable 1 Bedroom Apartment,99,3,306
Beautiful Home in Park Slope!,125,3,0
Charming 1BD Apartment near Empire State building,165,3,2
Bohemian 2 Bedroom in the East Village,159,6,12
Romantic Getaway,99,7,349
Cozy bedroom in NYC great for your next vacation!,50,3,0
Elegant one bedroom in Prospect Heights,96,7,0
Bright room in East Williamsburg,65,2,0
"Beautiful, Bright Apartment in Heart of Chelsea",226,4,0
Beautiful Sunny Private Room #1 in Brooklyn,65,2,305
Private room (2 beds) close to Time Square,250,3,0
Spacious Apt near UN Plaza 2 Queen size bed for 5,193,2,105
Garden Apartment in the Heart of Greenpoint,110,2,336
3 Bedroom designer apartment with views,245,3,0
Mid-town West 5-min walk to Central Park,220,5,0
Beautiful Sunny Private Room #2 in Brooklyn,70,2,236
Brand New 2 Bedroom Apt in Bed Stuy with Garden,80,30,0
Beautiful Sunny Private Room #3 in Brooklyn,70,2,315
Separate 2 Bedroom Apartment located inside Loft.,200,2,194
Upper West Side Quiet and Private Studio,145,7,0
Cozy room at Columbia University,50,1,0
Park Slope Beauty For Your Winter Stay In NYC,170,2,0
East Village Penthouse - Private Bedroom,135,3,76
Classic Brooklyn room in brownstone neighborhood,65,7,0
Cozy room in tranquil home in great neighborhood.,60,3,49
3.5 MLN usd 2 bedroom LOFT in TriBeCa  (2),339,14,335
Brooklyn Home with a Backyard!,125,2,0
Hell’s Kitchen (52nd Street & 9th Avenue),60,1,0
Master Bedroom in Harlem - 20 min to Midtown!,60,1,0
Artful loft ★ NYC ★ Chelsea,750,12,332
Spacious Lower East Side with private balcony,200,2,0
Slice of Heaven @ 811,250,3,52
Spacious and Bright Midtown East Apartment,325,1,0
Clean Cozy House less than 10 min from JFK :),75,1,0
Shared 2 Bedroom Loft in Soho,129,5,153
Historic Turret Retreat (Smart TV/Cable/Wifi),85,7,0
Beautiful large room in Morningside Heights,60,10,2
Room in house with WiFi and Netflix,35,1,1
@the heart Of Queens. 20Mins 2 Downtown.nearall.B,99,4,64
Colorful Bed Stuy studio apartment,140,3,0
Exclusive  & Luxurious 4BR/4Bath Townhouse,1000,3,310
Beautiful one bedroom apartment centrally located,116,2,0
Beautiful private room in Greenpoint,60,3,0
Bayridge 2 bedroom furnished apartment.,130,4,324
"Loft w/ brick&beam, deep soak tub, rainfall shower",350,175,362
Charming Ditmas Park Air B&B,95,3,277
Full mattress in the living room,21,1,0
Prime Tribeca Loft,499,30,179
Thanksgivings - Upper East 1 bedroom,108,3,0
Private Studio in Queens Blvd /Min 2guest perstay,50,1,40
Charming and snug 1 bd in West Village near soho,175,6,0
East Village Alcove Studio with Great Light & View,230,5,0
"Beautiful, quiet room with ensuite bathroom",60,1,0
Brooklyn Treehouse,130,3,0
Gorgeous 2-Level East Village Apt (2 Bed/1.5 Bath),299,2,2
Queen Room in Prospect Lefferts Gardens Flatbush,40,5,67
Authentic Brklyn Experience - Room C,40,4,37
Apartment in trendy Nolita,270,7,0
"Private, Cozy Manhattan Bedroom",48,1,0
Charming loft-style apartment with private balcony,300,1,39
30+Day Stay: Designer Home with Skylight & Rooftop,228,5,178
Private Bedroom with Private Entrance in Brooklyn.,60,4,42
Modern Room in the heart of Manhattan(just female),99,3,25
"Great Home & Host, next to #1 train",65,14,0
First Class Suite in Central Manhattan,325,1,0
The garden apartment,90,2,255
Luxury room at Hudson Yards,139,1,0
Комната. Место в комнате,50,30,166
ELEGANT BROOKLYN GARDEN STUDIO,60,2,300
1 Bedroom close to Prospect Park and Manhattan,110,1,18
Huge private bedroom one block from the train! :),69,1,0
"Spacious, luxury aparment in heart of NYC!",500,4,0
"Loft For Events, Meetings & Content Creation",600,1,169
Cool and Cozy East Village Studio - Best Location,125,5,0
Private Cozy Studio Suite,62,2,68
East Village - Spacious & Colorful,196,2,0
Large 3BR/2BA Designers Apt in the Gallery Area,299,2,199
New Brooklyn apartment with a view,80,3,5
Cozy room for 1-4 guests in the heart of NYC,111,4,0
Light bedroom with Manhatten skyline view,80,3,88
East Village · Pied Á Terre · NYC,184,30,313
"Private Room in Sunny, Spacious 3 Bdrm Apartment",60,3,302
Cute and convenient WB apartment,75,2,0
Large One Bedroom  in Inwood.,70,1,3
Stunning East Village 1 b/r w.elevator & laundry,210,28,78
Live/Work East Williamsburg Loft,165,2,0
Cozy Affordable room in Brooklyn,40,1,184
Private Master BedRoom with Private bath in NYC,170,1,0
Spacious 2 bedroom in beautiful Clinton Hill,93,3,0
Big Sunny Room in Bedstuy/Clinton Hill Brownstone,47,1,0
Cosy and Bright Apartment in Downtown Brooklyn,200,1,0
Large & bright apartment in the West Village,175,2,0
Cozy Private Room in Upper Manhattan,120,1,179
Newly Renovated Brooklyn Apartment,70,2,0
Spacious & Airy Loft Apartment in Williamsburg,175,2,35
Quiet top floor studio,105,2,0
LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS,275,2,325
Enjoy Harlem,165,3,0
阳光之家,48,4,171
Modern 1 BR Hell's Kitchen condo with courtyard,195,3,0
"Sunny,  spacious 2 bdrm in Park Slope w/ parking",280,4,0
Bright + Cozy room in Chinatown FOODIE Paradise!,100,21,332
THE HUGH SUITES 3mins to JFK,80,1,307
*AWESOME PLACE*2 MIN SUBWAY!,48,2,349
Central Park apt 7/10-7/18 nyc summer July,228,7,0
Quiet and cozy in Queens and close JFK Airport,55,2,363
SUNNY BROOKLYN VIBES,60,4,0
Quiet & Bright 1 Bedroom in Downtown Flushing,90,30,281
Boutique Gowanus Queen Studio,139,1,355
Large Sunnyside Apartment 20 min to Times Square,95,14,0
Gowanus Inn Boutique Queen,129,1,364
Christmas in the City w/ local vibe,150,4,0
Gowanus Boutique Queen Studio,119,1,364
The Great Room on the Upper East Side,90,3,0
Beautiful apartment in Chinatown / Lower East Side,125,4,0
Bright Room In 2 Bedroom Flat With Outdoor Patio,55,1,0
Beautiful Brooklyn studio,79,1,92
Studio in Greenwich Village,120,27,153
"Beautiful, Lovely W. Village Room for Females!",138,2,60
Spacious Manhattan Studio - Greenwich Village,126,3,0
Cozy Manhattan private room @Excellent location,35,10,0
Lovely room in West Harlem,46,1,0
Elmhurst Braodway Apartment,55,15,0
Cozy Minimalist Small Room in a Great Apartment,50,1,0
Big bedroom in CHINATOWN. Reserve before June 26th,60,15,0
"BUSINESS OR SINGLE TRAVELLER BEDROOM, BEST IN NYC!",400,1,77
"Huge, Cozy Brooklyn Duplex with Backyard",160,5,0
Sunny Brownstone Apartment in Brooklyn,70,3,115
Bushwick room filled with character and antiques!,45,2,0
Beautiful Apartment @ Heart of the Upper West Side,340,2,362
Room: Minimalist Artist Loft Williamsburg,50,2,0
Brooklyn Studio,300,1,0
GORGEOUS Apartment in Astoria - close to Manhattan,95,3,3
Spacious room apt. Manhattan near Times Square.,150,1,0
A Piece of mind in the city,70,2,0
Williamsburg Brooklyn Apartment - Modern & Chill,45,1,0
Williamsburg Retreat - 2 Floors & private backyard,280,2,0
Cozy room in Financial District!,45,7,0
Beautiful 1/1 in Murray Hill!,400,5,0
Central Park South Classic Junior Suite,400,3,0
Contemporary 3 Bedroom in Maspeth Queens,245,2,201
Beautiful & spacious room 15 mins to Manhattan,50,14,0
Dreamy Brooklyn Studio in Prospect Heights with AC,125,2,9
"Artist Flat, 5 min walk to Metro 30 mins from JFK",95,2,0
Kensington charmer,150,2,0
Bright Studio Alcove in Prime East Williamsburg,100,2,0
Ultimate Pad in Prime Williamsburg with huge ktchn,385,10,0
East Village apartment - available for December,125,25,0
Sun-Drenched 2 Bedroom Apt in Hamilton Heights,100,12,0
Sunny Escape in Victorian Beverley Square West,105,1,139
"Huge Room, Modern Unit in Carroll Gardens",59,5,0
Private Room in Spacious Chelsea Loft,99,7,11
Brooklyn room,80,3,0
Quiet Park Slope Sanctuary,115,3,0
Bushwick private 10 foot ceiling dwelling,53,2,177
"Safe, Comfortable and Convenient",45,2,0
"Cosy space,  30 min to Manhattan 15 Barclay Center",80,7,364
Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,43,3,104
"Large, sunny oasis in Manhattan",275,2,0
Charming & Cozy 1BR in Park Slope w/Outdoor Space,200,3,336
In the heart of Chelsea and downtown,200,3,158
Cozy Central Park West Brownstone,96,3,0
Sunny + Spacious Master Bedroom with Outdoor Deck,65,3,0
Warm and cosy apartment in the heart of New York,180,7,0
Sunny Private Room in Stunning Williamsburg Loft,95,8,13
Sky Cabin in Hell’s Kitchen! Steps to Times Square,125,1,42
Sunny Private Room in a Cozy Shared Apartment,36,2,0
Artsy and charming retreat in Lefferts Garden,95,1,77
Charming alcove studio in PRIME location!!,150,4,0
Private Bedroom in Modern CondoTriplex,85,1,0
One bedroom in the Village,190,7,0
Amazing Quite & Cozy Room with Private Backyard!,61,1,7
Perfect apartment for 2 (in Manhattan),130,5,7
Gorgeous loft by the Flatiron building,180,5,0
Bright Private Room in Brooklyn,60,2,34
Modern Touch.,200,2,202
"Designer's private BR/Studio
+common kitch/bath",65,3,0
Lincoln Center Studio,1066,1,365
"Clean, Comfy and Central Midtown Haven!",200,2,18
"Trendy, Chill & Comfy in Manhattan NYC",130,3,155
East village apartment,70,3,0
Studio In A New Building in Bedstuy,95,7,1
Experiencing NYC with Comforts of Home,400,3,46
Perfect Manhattan Studio Apartment - Quiet Street,150,3,13
"Sunny modern loft studio, amazing Manhattan views",115,2,0
Bright Brooklyn Apartment,80,5,0
BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!,345,3,150
*Spacious NYC gem* Direct train to central sights!,110,1,52
Spacious private apartment by Columbia University,150,2,0
Suite Too at Bryant Manor,265,2,257
Williamsburg Private Room in 4 BR Apt off L train,42,7,53
136 Apt 3,95,15,0
1 bedroom apartment in super central location,130,6,0
"Cozy, bright and spacious 3BR apartment - Brooklyn",99,3,0
Large Private Bedroom in Brooklyn (Bed-Stuy),51,1,0
Luxurious sunny loft in the heart of Williamsburg,300,3,318
"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",259,2,355
Bright charming 2 bedroom in the heart of the LES,250,2,4
"Private room in bright, charming LES apartment",71,1,17
Brand-new Luxury apt. Stunning views by Penn st.,155,2,0
West Village Penthouse Studio,135,4,21
Kingsize bedroom in Harlem brownstone,89,1,84
Beautiful  apt in great location,150,7,0
tranquil house,250,2,178
Cozy Lower East Side 1-Bedroom,150,2,0
Bogro.,75,2,88
Cozy Room for Rent in South Slope,50,2,298
Affordable & Sunny Bungalow in Prime Williamsburg,70,2,3
Midtown Manhattan Executive Suite,450,2,229
Maple Place,68,1,51
Spacious room with private entrance.,80,1,0
1 bedroom at 190 east 7th street. Doorman,200,1,0
Executive Suite near Central Park!,450,2,229
Metro Suite in Manhattan by Central Park/Time Sq,398,2,243
Metro Suite in Manhattan by Central Park/Time (2),398,2,243
"Charming, Cozy Apartment in the Heart of Bushwick!",41,3,0
Manhattan Luxury & Cozy Studio,200,1,1
Amazing room in the centre on Manhatten! Welcome!,120,1,0
Quiet 1-2br Apartment in the heart of Little Italy,160,1,23
Cozy private room in Artists' House in Bushwick.,55,1,0
3333Broadway近哥大电梯公寓大楼,37,15,0
Prospect Heights Room,60,1,0
Sleep on a Casper in the heart of Greenpoint,135,2,2
1 Bedroom modern apartment in the heart of Astoria,95,6,0
Beautifully Lit True Brooklyn Loft,350,2,0
Gorgeous Home with Private Terrace: Union Square!,245,4,0
Comfy Apt in NYC Brownstone,150,3,49
Spacious 2-bedroom Apt in Heart of Greenpoint,10,1,32
Manhattan - Private Room - 1 mn Subway/Metro,69,1,0
A Suite Stay,250,3,82
"Cozy jewel in Hamilton Heights!
Bedroom with bath",88,1,0
"Central Park, Columbus Circle, Time Warner O MY!",200,1,0
Prime location: abundant stores & transportation!,160,2,230
超级便利的豪华公寓次卧,40,5,0
Lower East Side Studio Escape #4,150,30,226
MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE,280,3,343
Cruelty-free in Bushwick w/ backyard.,65,5,1
Huge Bright Designer Loft in Red Hook Brooklyn,150,10,0
New & LEGAL 3BRs/2Bath/Parking near Subway & JFK,159,4,89
Beautiful midtown apartment,150,30,365
Sun filled apartment in the heart of Brooklyn,195,3,0
2 Bedroom in the perfect location,200,4,3
Huge Dumbo Loft,100,30,31
WeLive Wall Street -- 4 Bedroom,425,1,253
Spacious Garden Apt in Clinton Hill/Ft Greene,115,3,2
One decent room in Upper West Side Manhattan!,50,1,0
"Best location 3 bedroom, Times Square/Penn Station",412,30,0
Big room in Grand Central,93,3,0
CASA EVOL,160,3,27
Комната для пары,50,180,155
"Large, sunny & modern Union Square 1-bedroom",210,4,0
NEW 2-Bedroom MODERN & CENTRALLY LOCATED APARTMENT,250,3,0
Cozy Room with queen size bed for 2,90,1,221
WeLive Wall Street -- 2  Bedroom,225,1,290
Private 1 bedroom 15 minutes from Manhattan,40,3,0
WeLive Wall Street -- Studio Apartment,215,1,339
Brooklyn Home in the Heart of it All,55,3,0
Large Room for 2 people queen size bed,90,1,217
The Gray Room,170,3,1
Family Friendly Vibrant duplex in Windsor Terrace,160,5,0
"Quirky, bright 1bed apartment in historic Brooklyn",80,5,0
Private Bedroom in Spacious Queens Home,35,14,0
Cozy apt near Bloomingdales and Central Park.,200,1,268
HUGE Bedroom in Brooklyn Off Lorimer J/M/Z & L,43,2,0
Gorgeous 1 BR in heart of Prospect Heights!,100,1,0
Humongous Crown Heights Prvt Room in spacious 2brm,55,30,137
Beautiful Healthy Home in Ditmas Park,55,2,65
Bright studio size room in the East Village,95,1,0
LUXURY IN MURRAY HILL-25TH FLR/W/DRYER-FANTASTIC!,350,30,330
"Large, sunny room in heart of South Williamsburg",42,7,0
Iconic NYC Brownstone Apartment on Upper East Side,125,5,0
Great Apartment In Prospect Lefferts Garden,80,1,0
Executive Museum 1 BR Elevator Best Location,133,30,301
Adorable midtown studio,150,30,365
Private Bedroom in West Village/Chelsea,12,3,37
Sunny cabin in the heart of North Brooklyn,120,2,0
Cute and Convenient WB Apt,50,2,0
Duplex Garden Getaway in Park Slope Brooklyn,250,2,0
Gorgeous big private room/Brooklyn,70,5,0
Lovely Room in Prospect Heights.,80,5,0
Cozy and affordable room,40,7,0
Private Williamsburg apartment,79,1,153
Private Garden | Upper West Side Manhattan 1BR,120,3,0
1BR in beautiful Park Slope,139,7,0
~House of Rest~Private Entrance in Bushwick BK,66,2,5
One room.,40,2,17
2-bedroom South Williamsburg apartment,100,4,0
Spacious room in a cozy apartment .....,50,3,0
2BR in the Heart of Downtown Brooklyn - Near ALL,185,3,0
Big room in East Village!,55,7,0
Spacious and bright private bedroom in LES,160,2,0
Minimalist Union Square Studio Apartment,80,5,0
Beautiful 1 bd apartment in the heart of Brooklyn.,119,1,135
Old-school Manhattan Brick Walled Apartment,125,3,0
Alluring Two- Bedroom in Highland Park,155,3,287
Cozy room in a shared apt,76,1,0
house on the hill with free parking in NYC!,100,2,336
Best Deal! Lovely place in Manhattan! Time Square!,120,1,0
Beautiful bedroom + private bathroom in Bed-Stuy,38,30,365
Spacious and homey 1 br w garden near subway,80,5,0
Private room in cozy Bushwick House,36,21,0
Queen Bed Studio In Gowanus Boutique,119,1,363
Design Furnished Queen Studio Room in Gowanus,119,1,354
Áines place.,50,2,0
Boutique Hotel Queen Room in Gowanus,119,1,364
Brooklyn Factory Loft Building Queen Studio Room,119,1,355
Furnished spacious  NYC studio,195,30,365
Gowanus Boutique Inn & Yard Queen Room,119,1,363
"Modern, Spacious One Bedroom - Columbus Circle",200,7,0
Nice view apartment,143,2,0
One nice room on the Roosevelt Island; 罗岛一间卧室出租,45,25,149
"2 bedroom apt (5ppl), 1 minute from Times Square!",350,3,89
"Cooled Queens Apartment, NY. LGA Airport 5 min.",99,1,320
Private room in East Village(Female guest only),65,2,0
PRIVATE 2 BR APT HEART OF MID-TOWN TIMES SQUARE!!,85,3,66
Exceptional Comfort and Location!,160,3,3
Soho 2 Bedroom Private Terrace,400,4,306
27 FLR VIEWS!LINCOLN SQR-LUXURY 2BR MIDTOWN W 60TH,333,30,330
Cozy room in Manhattan,85,1,0
Bright & Colorful Studio 1 Block From Central Park,89,2,3
32 FLR VIEWS!LINCOLN SQR-LUXURY 2BR MIDTOWN W 60TH,375,30,300
Sunny Minimal Bushwick: longterms encouraged!,39,5,0
"Spacious, bright and beautiful 2 Br apartment.",50,1,47
Spacious Private Room in Ditmas Park,37,2,0
Beautiful 1 bedroom in Upper west side,90,4,0
"Luxury Studio Apt in Williamsburg, 24 hr Doorman",150,2,1
"Charming 1 bedroom apartment, Williamsburg BK",85,60,125
Private basement studio in Greenpoint,99,2,64
Greenpoint getaway,100,1,0
Bright & Large Brownstone Beauty mins away frm NYC,165,3,82
Private room in Brownstone house,52,5,0
Entire 2 bedroom top floor in Clinton Hill,100,28,177
Spacious 2 bedroom in heart of Williamsburg!,130,3,0
Like live in your own home while traveling,100,1,0
Greenpoint Apt,120,1,0
Manhattan cocoon @ spacious NEW renovated apt,50,13,26
