name_y;neighbourhood_ID;room_type_ID;price;minimum_nights;availability_365
Luxury Apt in Williamsburg  Huge private terrace;94;2;175;3;364
Beautiful NYC bedroom and neighborhood;126;1;80;4;0
MODERN 3 BEDROOM APT IN THE HEART OF BROOKLYN;69;2;325;2;166
Amazing loft with a great view;51;2;126;20;0
Quiet private room in Manhattan Lower east side;111;1;104;3;0
1BR in the Heart of Williamsburg;94;2;150;2;0
Unfurnished 2 bedrooms for rent at the end of May;66;1;85;5;0
Crown Heights Haven;66;1;45;2;0
Clean and large bedroom in a private house;47;1;60;1;0
Great light filled room with ensuite private bath;94;1;120;2;0
Large Private Suite in Classic Brooklyn Brownstone;57;2;200;2;271
East 12th st Lux Studio in Greenwich Village;101;2;235;30;307
Times Square studio;107;2;180;2;2
Great 2 bedroom suite in Bed Stuy;51;2;160;3;88
Private Budget Room For Awesome Guests 1;60;1;42;1;35
BEAUTIFUL 1 BEDROOM IN W 48 STREET;107;2;135;30;337
Sunny 2bedroom in classic Brooklyn brownstone;75;2;175;3;0
West Soho Apartment One Bedroom;119;2;164;2;0
Beautiful Brooklyn Vacation Rental;66;2;147;20;204
Beautiful Spacious Luxury Fort Greene Apartment;75;2;120;2;0
Beautiful rustic 1BD in HEART of Willlamsburg;94;2;88;4;1
Charming 2brs w private garden in Carroll Gardens;77;2;120;30;342
Lower Manhattan room  best part of town;111;1;63;30;237
Modern high ceiling loft;51;2;114;7;0
Private Bedroom in Manhattan;118;1;110;1;342
Big room in Queens close to all ;167;1;60;3;48
One bedroom in two bedroom;106;1;55;7;0
Townhouse Garden Apartment  Park Block;85;2;165;4;170
Midtown Convenience and Modern Comfort;113;1;105;4;0
AMAZING HOUSE 3 Bedrooms 3 Bathrooms;149;2;150;3;292
Spacious NYC Apartment with a View;92;2;75;3;0
Grdn 2BD Sleeps 7 Pvt Bath Near trainMins to NYC;59;1;150;3;93
Bronx Wakefield Large Furnished Room;44;1;60;1;360
Unique Brooklyn Studio;66;2;90;31;263
Home home sweet home;178;1;55;2;0
Prime Astoria Apartment Beautiful and Convenient;129;1;150;2;87
Charming Room in Sunlit 3BD Apt;66;1;41;3;0
FINANCIAL NEAR WORLD TRADE CENTER;102;1;115;1;0
Spacious Bushwick Studio;59;2;100;3;0
Huge Williamsburg Loft true loft;94;2;155;2;0
Private Bedroom in Trendy Williamsburg Loft;94;1;52;5;10
Cosy bedroom in prime Williamsburg;94;1;80;4;36
Studio in Upper East Side;124;2;75;15;1
Bright  and cozy room 20 min away from Manhattan;92;1;150;2;365
Upper WestSide Manhattan Comfort 3;125;1;40;30;204
The Omaric;106;2;95;2;14
Large Private Bedroom in Cool Williamsburg Apt;94;1;50;5;10
Large Industrial Loft In Bushwick;94;2;158;3;324
1BR in lovely Williamsburg apartment;94;1;60;20;0
Easy Comfortable and Convenient;126;1;50;2;0
Nice space in Norwood NYC;29;1;65;1;0
Room in sunny relaxing apartment in Ft George;126;1;44;2;0
Furnished room available until June 4th;90;1;30;1;0
Charming 1 Bedroom Apartment in Bushwick Brooklyn;59;2;184;1;0
Jupiter House;88;2;175;30;0
Bright and Tranquil Apartment;54;2;300;2;311
Garden Apartment of Eden;51;2;99;2;68
Lexington Av Zen Garden Apartment;51;2;137;5;191
Minutes from JFK airport and famous mall;171;1;49;2;65
Super Spacious and Sunny TopFloor 1BR in Brooklyn;87;2;75;7;0
Private cute and cozy studio close to the subway;165;1;39;2;0
Artists studio;80;2;59;5;140
Brooklyn Garden Apartment;62;2;229;5;0
Brownstone in Clinton Hill Brooklyn;62;2;825;3;44
Huge room with private bathroom in East Harlem;100;1;125;1;115
Comfy Private Bedroom;66;1;39;1;218
Cozy Studio Apartment in Harlem Manhattan area;106;2;130;1;0
Private Studiolike room on the Upper West Side;125;1;500;1;173
Large bright artistic apartment;59;2;80;2;0
One BedroomOne Bathroom in Greenpoint Brooklyn;79;2;125;2;0
Moore St Bushwick Loft;94;2;185;2;0
RIVER VIEWS EAST 52ND LUXURY 1 BR APARTMENT;113;2;225;30;364
Private bedroom in large sunny 3 BR2BA;66;1;90;1;179
Beautiful studio in midtown Manhattan;115;2;150;30;365
Nicely Appointed Studio with Alcove for Bed;100;2;120;2;11
Huge Brooklyn Brownstone Living Close to it all;51;1;0;4;28
Room with Unbeatable Manhattan Skyline View;79;1;65;5;0
Park Subway  All Conveniences;79;2;225;2;34
Private room with private bathroom;94;1;100;7;365
The Regal Crash Suite;106;2;195;1;67
Large King size bed private entrance 5 mins to NYC;129;1;69;5;208
Private Room 2 Blocks From Central Park  UWS;125;1;75;1;0
Beautiful Brooklyn Apartment Newly Renovated;86;2;150;2;94
Nice and fully furnished room in Staten Island;204;1;40;1;343
Cute studio in perfect location near Union Square;101;2;200;3;0
Luxury 1 Bed Apt Central Park View;125;2;260;3;0
Sunlit Room w private bath  Upper West Manhattan;125;1;60;3;16
Genies Lamp Garden Apartment;91;2;150;2;0
Large studioLuxury Building Times Square;107;2;254;1;0
Cozy East Village Room;101;3;58;1;0
Luxe Penthouse with TerraceUpper West Side;125;2;295;3;0
Cozy Room in Newly Redone Place 35 min to Times Sq;108;1;45;1;0
Nicer than average  on best block in WashHeights;126;1;50;3;298
Two bedroom apartment for rent in Brooklyn;87;2;80;4;0
Spacious and Sunny Private Bedroom in Dumbo;93;1;80;1;21
HUGE Studio up to 4 people 15 min to Manhattan;147;2;88;3;0
Furnished Studio in Midtown Manhattan;115;2;150;30;180
Clean Spacious Room on Upper West Side;114;1;70;3;0
Spacious sunny bedroom in WilliamsburgGreenpoint;79;1;98;1;0
Beautiful Williamsburg Loft;94;2;250;2;0
LARGE 3 BEDROOMS UP  9 People 15 MIN TO MANHATTAN;147;2;238;3;188
4 twin bunkbeds 5 minutes to JFK;173;1;100;1;84
Clean Cozy  Comfy Apartment In NYC;104;2;265;2;323
FURNISHED  ONE BED  DOORMAN  LUXURY  GYM ;121;2;399;10;64
East WilliamsburgBushwick Loft;94;1;55;1;364
Luminous studio in Union Square;101;2;160;7;7
Williamsburg Family townhouse;94;2;350;5;0
Modern Bright Bedroom 30 seconds to Subway;161;1;100;2;21
STUDIO ON WEST 56TH COLUMBUS CIRCLEDOORMAN;107;2;184;30;364
SUTTON PLACE 1BR WITH VIEWSEAST 57TH;113;2;315;30;364
Oversized sun drenched loft in trendy Williamsburg;94;2;250;3;174
Giant bedroom in Carroll Gardens Brooklyn;61;1;77;2;1
12 Min to Manhattan Spacious APT in Brooklyn;59;2;180;29;147
Fabulous studio in midtown Manhattan;115;2;150;30;180
Sundrenched Apt in 1820s Style Home;66;2;150;5;78
Whole apartment in Williamsburg 1 block to train;94;2;165;6;18
Peace in Brooklyn;51;2;125;3;1
Large 1 bed wbig kitchen  exposed brick;101;2;150;10;0
Private Room in Beating Heart of NYC Art Scene;59;1;51;3;0
Small but cozy room near Park and Subway;91;1;53;3;256
Quiet and Clean Room in Downtown Manhattan;105;1;95;1;0
Clean and Comfortable Room near Columbia;114;1;69;3;0
Gorgeous studio in midtown Manhattan;115;2;195;30;365
Cozy Home Great Location;111;2;125;1;0
Beautiful 1 Bed near Washington Square Park;105;2;299;2;64
Quiet  sunny bedroom in central Williamsburg;94;1;146;2;0
Brooklyn Room Close to Manhattan;59;1;55;3;13
1st Floor Williamsburg Brownstone With Yard ;94;1;50;2;2
HUGE ROOM  BEST PRICE;59;1;65;2;349
Chic 1 Bedroom Apartment in Coveted West Village;127;2;165;4;0
Gorgeous Renovated Bedroom in Bushwick;59;1;41;30;280
Ground Floor Studio;167;2;70;1;157
Large Private Room in Heart of Diversity;26;1;55;2;271
Brooklyn room with a view;51;1;55;2;0
Luxury Studio Large Private Terrace near Times Sq;97;2;250;2;0
Clean Spacious Bedroom In the Heart of Harlem;106;1;73;2;0
Once Upon Avantgarde Bushwick;59;1;63;3;282
One COSO private room in 108th;125;1;50;1;0
Downtown Flushing Penthouse with a Stunning View;146;2;183;30;365
One Bedroom with Workspace in a great location;94;2;91;31;68
Seaside NestSeasideNestNYC;128;2;250;2;280
Chill Private Room in Crown Heights Brooklyn;66;1;55;2;0
Lovely apartment in Brooklyn;66;2;85;2;147
1BR Intl apt near Mt Sinai Columbia Cent Pk;100;1;50;25;71
Sunny duplex woutdoor space  easy train access;92;2;150;7;1
The Treehouse Loft  Featured in Apartment Therapy;111;2;305;2;66
nice clean env10 mins from JFK with free parking;137;1;80;5;83
Luxurious studio near NYU Hospital;115;2;150;30;180
A Guest Room in a Bushwick ArtistMusicians Loft;94;3;64;1;81
Midtown Luxury Living room close to Highline;97;1;68;14;0
Comfy Bedroom in Convenient awesome location;73;1;31;1;37
1 BR Greenpoint Abode;79;1;125;1;0
ExtraLarge 1 bedroom in Sutton Place;113;2;275;3;21
Splendid studio in midtown Manhattan;115;2;150;30;365
Amazing apt at Financial District Manhattan;102;1;70;3;0
2 RoomsPrivate Bath in Large Colonial House;73;1;90;1;260
PRIME LOCATIONSUNLIT ROOM 2;98;1;130;1;76
Stylish Park Slope loft;91;2;390;10;115
One bed Doorman Building Close to Park;124;2;160;31;338
Manhattan Luxury HighRise Apt w Unbeatable Views;107;2;275;1;0
Bright room in hip bushwick location;59;1;43;1;0
Gorgeous 1 Bedroom Apartment;124;2;119;30;327
Sunny private room Sheepshead Bay Area;90;1;50;5;321
Newly renovated apartment for the travelers;53;2;115;4;50
Beautiful sunny bushwick loft;59;1;73;1;0
Room in 5 bedroom house with a backyard;79;1;85;5;355
Heights III;71;1;89;1;365
Manhattan Central Location Clean Big ENTIRE Studio;101;2;75;4;0
Amazing Apt step away from the Time Square72C;107;2;160;30;313
Private Studio Apartment Staten Island NYC;188;2;49;1;64
Quiet Cozy UES Studio Near the Subway;124;2;10;3;0
Modern Comfort;58;1;55;2;0
Spacious OceanSide Studio inBrooklyn wParking;49;2;119;2;160
Bright Modern Apt with Hi Speed Wifi 10222;66;2;85;30;182
Luxury 1 Bedrm Private Designer Home  Roofdeck;127;2;350;1;0
Private bedroom in West SohoWest Village;119;1;76;2;116
Beautiful Seaview apt Gated community  Near JFK;60;2;46;1;80
Master Bedroomprivate bathterrace Williamsburg;94;1;95;5;0
Quiet 2Bedroom Haven in hip Crown Heights;66;2;79;4;0
Prime Williamsburg Modern Charm steps to park;79;2;350;2;0
Light  Cozy SoHo Hacienda;119;2;205;2;32
Private Room with Private Bath Upper East Side;124;1;190;1;63
Sunny apartment in Clinton Hill;62;2;120;2;0
Luxury Apt Financial Dist steps from Wall Street;102;1;135;3;338
HuGe 8 Beds  2 Full Baths  PRiVaTe BALCONY;82;2;111;90;365
Kosher MidwoodFlatbush Apartment;82;2;85;7;0
1st Floor Suite with AC private entry and bath;125;1;80;1;0
Zen Private Rm with roof access in Upper Manhattan;126;1;49;7;76
Bedroom in a Cozy Apartment;106;1;51;2;0
Chelsea Studio King bed  convertible full sofa;97;2;149;5;0
Large  sunny bedroom in heart of Williamsburg;94;1;55;1;0
2 bed home in Upper West4 people fit;125;2;270;2;0
Clean spacious and comfortable room at Bronx;1;1;49;3;0
Comfy Single BedroomLarge East Village Apartment;101;1;75;2;303
Beautiful Room in Historic Hamilton Heights;106;1;55;21;286
THE PERFECT QUIET ATMOSPHERE  WHEN HOME;1;1;70;1;0
B1Cozy Room in Long Island City Great Location;161;1;54;1;279
Cozy private bedroom;94;1;55;5;0
SOHONOLITA GEM NYCs BEST LOCATION;117;1;142;2;246
Flushing Haven B;146;1;50;2;174
Close by La Guardia airport;142;1;50;1;149
Immaculate and beautiful 2 BDR private apartment;66;2;109;1;79
Private Small Bedroom in Hells Kitchen;107;1;100;1;0
Private bedroom in a quiet and safe neighborhood;78;1;40;1;354
Cozy 1BR with private bathroom Near everything;125;1;100;1;24
Sweet Home Away from Home  1 Bedroom Apt;149;2;99;4;81
Private Entrance Astoria Five min walk to subway;129;2;125;2;86
Bed Stuy Private Room  Hip Brooklyn Neighborhood;51;1;75;2;16
Carroll Gardens Modern Sunny Loft;77;2;350;3;0
Studio apartment close to Central Park;124;2;250;2;306
CHARMING STUDIO HALF BLOCK TO CENTRAL PARK UWS;125;2;79;30;329
Beautiful Bright bedroom with private bathroom;94;1;90;5;255
Cozy room in the heart of LES;111;1;80;2;71
Room in Ditmas Park Brooklyn;73;1;29;3;0
Spacious and Beautiful 1 Bedroom Astoria New York;161;2;85;4;0
Exquisite Single Bedroom in Shared Apartment C9;124;1;55;30;321
Sunny 1 Bedroom Apt Lower East Side Manhattan;111;1;150;3;59
Best of Brooklyn  Williamsburg 2 Bed2 Bath Apt;94;2;250;4;41
The Peace Pad 1 bedroom Full Bed;106;1;50;1;0
Travelers Cabin;161;1;60;30;0
Spacious room near the Midtownclose to everything;161;1;60;1;0
Elegant  Studio in a great cottage;2;2;75;4;119
Lovely one bedroom suite in midtown manhattan;115;2;175;30;180
Sunny cozy Bedstuy Room 25 min from Manhattan;51;1;33;6;0
Furnished one bedroom in midtown Manhattan;115;2;175;30;147
Lovely Caroll Garden 3BRs with large private deck;77;2;119;60;156
Stunning 2 Bedroom Apartment;124;2;148;30;264
Uber Zen Clean Modern Apartment in EWilliamsburg;94;1;77;6;71
Great spotSuper convinient location and cozy Home;104;2;118;3;17
Cozy Bedroom in the heart of Manhattan;107;1;350;3;76
Luxurious and Convenient 1 bedroom on the UWS;125;2;170;3;0
Private Bedroom in Lovely Astoria Home;129;1;60;1;95
Private House Near Bay and Coney Island Park;90;2;105;2;0
One bedroom with private roof deck;59;2;100;4;56
Cozy Guestroom ;146;1;50;2;156
Hip yet chic private room10 minutes to city;94;1;65;1;110
Dreamy Leafy Tranquility for families  new SUV;61;2;245;3;13
Great location spacious room close to train;101;1;80;1;0
Time Square private studio;107;2;155;1;0
One bedroom spacious in 3 bedrooms 2 baths;158;1;40;6;89
1 bedroom in 4 BR 1 bath Apt females only;71;1;50;1;0
Quiet Bedroom in prime Park Slope;85;1;40;7;0
Bright West Village Private Studio;127;2;254;2;0
Beautiful cozy spacious Room near Park;66;1;80;5;312
Updated renovated 3 bedroom apt in Brooklyn;51;2;299;2;180
Private room3 starting at 67 a night per person;71;1;67;3;307
Private Upper East Side Room Great Location;124;1;110;2;0
Chelsea Studio;97;1;150;1;0
Master Bedroom w TV AC King Sized Bed;100;1;75;7;0
Bright Beautiful  Welcoming in Williamsburg;94;1;80;1;0
Spacious FamilyFriendly Cobble Hill townhouse;61;2;800;3;0
Practical  Affordable Flat on Subway to Manhattan;27;2;48;90;93
Private Room in 2Br Apt;51;1;52;6;0
Lovely Upper East Side Studio Close to stuff;124;2;200;2;0
Cheap cozy room lovely area airport and mall 10min;159;1;37;2;0
Luxurious 115 sleeps 4 in Battery Park;96;2;200;1;0
PRIVATE BATHROOM  AND KITCHEN AREA;218;1;45;2;207
Luxury Coliving Space in Modern Loft;94;1;119;3;180
;146;1;60;2;45
Modern  Industrial LIC Accomodations;161;1;259;2;0
Doll private room;19;1;55;5;364
BKs Finest JackJill ShareRoom Close to TrainBus;59;3;25;1;82
Amazing private room in a 2 Bed1Bath apartment;124;1;90;2;0
3BedsKitchenwifiUS Open;146;2;98;1;55
1BR ensuite in prestige Brownstone home;85;1;149;1;0
Midtown Manhattan at 45th Street;113;1;515;3;0
2 Bedroom Garden Level Apartment;59;2;137;4;126
BeautifulCozy 2BR Apartment;59;2;70;2;142
Master bedroom in a two bedroom apartment;80;3;60;4;0
Spacious Studio steps from Central Park;125;2;200;3;28
Renovated 20min train to enter city 5min to subway;55;1;50;2;45
Big bright room in bushwick in 3BR;59;1;45;3;8
Large private studio Midtown WestHells Kitchen;107;2;125;2;0
Cute Cozy  Clean;126;1;45;2;0
Bushwick loft;59;1;45;2;0
Spacious 2 Bd Apartment in Central Park North;106;2;112;3;0
Beautiful Room in the Heart of Astoria with view;129;1;55;1;0
Affordable UES Studio near Central Park;124;2;105;2;0
Quiet 1Bedroom in Greenwich Village;105;2;175;3;0
BROWNSTONE BUILDING IN CLINTON HILLS;51;1;65;2;189
A spacious private room flooded with light;75;1;96;2;0
Renovated 1BR  A Different Side of Manhattan;108;2;78;4;0
MASTER SUITE in 3 Story Loft in an old BK Church;94;1;120;3;0
Light Filled Private Room;100;1;49;7;0
Private Oasis A;146;1;66;2;63
IDEALLY LOCATED COZY COTTAGE;39;2;95;1;345
Bright and Sunny Brooklyn Sanctuary;59;1;43;3;0
Sunny clean  friendly Williamsburg room;94;1;70;1;2
Large Park Slope Home with Private Garden;92;2;265;2;41
Brooklyn Precious Gem;71;1;44;4;87
Sunny Bedroom in the Heart of Bushwick;59;1;35;2;0
Dynamic Solitude;113;3;55;1;0
Sunny Modern Bedroom 30 seconds from Subway;161;1;100;2;0
Roomy Clean 2 Bedroom in Bensonhurst Sleeps 9;52;2;123;2;131
Harlem Home Away from Home;106;2;100;3;0
Spectacular pool 2 Bed 1 Bath Huge terrace;124;2;200;31;281
Private Budget Room for Awesome Guests 2;60;1;50;1;179
Peaceful cozy place in the middle of the crowds;144;1;75;1;364
Oasis in Stuyvesant Heights Brooklyn;51;2;225;3;258
Cozy Bohemian chic apt in Bedstuy;51;1;51;2;276
Sunset  Chill Master BR Sunset Park brownstone;92;1;45;7;0
Charming Brooklyn Townhouse Close to Subways;66;2;125;3;0
Private bedroom  Next to Subway  Central Park;124;1;88;1;34
Cozy Space  Private Access;71;1;70;2;16
Room in Apt near Central Park  Columbia;106;1;55;2;0
Completed New studio  Luxury apartment;161;2;104;1;0
PENN STATION Private room with Full kitchen;97;1;90;2;17
JFK 10  LGA 15 MINUTES  AC BEDROOM ATTCH BATHROOM;168;1;59;1;0
A Place of Comfort;126;1;55;7;57
Cozy Paradise;147;1;175;1;176
Magnificent Lakeview Home on Kissena Park in NYC;146;2;1500;3;256
Entire space  Yours alone New building;106;2;199;2;61
Lovely and quiet studio in Bushwick;59;2;150;3;0
Studio apartment near Columbus CircleCentral Park;113;2;145;3;9
Extreme Luxury Apt  Times Sq w amazing river view;107;2;220;3;0
Park Slope 2 bedroom garden apartment;85;2;105;10;258
Spacious 2 Room Duplex with Epic Yard  Sleeps 6;66;2;185;3;0
1 bedroom in Bushwick  Brooklyn;59;1;45;3;0
Huge private bedroom in the heart of Manhattan;124;1;115;2;38
Beautiful Bay Ridge room;76;1;90;6;365
Peaceful Garden Oasis in Heart of Park Slope;85;2;200;2;70
Sunny 2 bedroom apartment on Upper East Side;124;2;160;2;0
Small cute bedroom in Astoria QueensLIC;140;1;35;26;0
Beautiful Brooklyn Brownstone;66;2;200;1;274
Upper East Side Oversized Studio;124;2;129;30;0
MODERN GARDEN 1BR IN NEWLY RENOVATED TOWNHOUSE;51;2;1067;2;32
Clean and Simple 1Bedroom Steps from University;114;2;120;12;0
Sunny One Bedroom off the Park;87;2;105;1;0
Workspace Room 2;59;1;36;2;311
Big and Comfy in Crown Heights Brooklyn;87;1;100;2;0
Luxe Loft Apartment10 minutes from Manhattan;161;1;74;4;8
Spacious Studio  Near Park  MTASubway;95;2;68;2;0
Entire One Bedroom AptGreat Location In Manhattan;113;2;122;1;220
1 bedroom UWS;125;2;200;5;0
Tranquility;188;1;85;1;0
Delightful LIC Brownstone;161;1;71;7;194
GIANT BUSHWICK ROOM  PRIVATE ACCESS  SHARED APT;59;1;50;1;0
Grand Central Clean Quiet  Elevator Park Ave;115;1;138;2;66
Private Room Modern Finishes  AC and Backyard;51;1;39;2;223
In the Heart of Manhattan New York;113;2;158;1;142
Room with a view;161;2;195;1;0
Spacious Room in the heart of Bushwick;94;1;80;3;0
Very comfy and only minutes to JFK and famous mall;171;1;38;2;171
Artist studio in the heart of Bushwick;51;2;134;4;130
Studio apt in Midtown East steps to UN;113;2;70;2;98
Bushwick Cozy Room;59;1;50;1;179
Modern Oasis bedroom in East Williamsburg;94;1;60;2;0
Sunny Bedroom Steps to Subway  Central Park;100;1;79;3;263
3 Bedroom Prewar Park Slope Apt  great 4 families;77;2;150;6;0
Quiet and hip Astoria house 15 min to Manhattan;140;1;50;1;0
sunny room 2 mins to subway  15mins to Manhattan;153;1;46;1;0
A very cozy apartment in Williamsburg;94;1;65;3;0
Simple and clean bedroom with good view and light;118;1;51;1;0
Spacious studio in the West Village NYC;127;2;176;3;64
Large Clean Safe Private Bedroom by Lehman College;19;1;60;3;81
BROOKLYN NOOKYour home away from home;72;2;95;2;60
Peaceful home to come on Budget;42;1;60;1;0
Brooklyn house  steps to Prospect Park;95;2;350;6;47
Boerum Hill Beauty;54;1;125;1;156
Charming Nolita Apartment;111;2;170;1;0
Private room in amazing location rooftop access;107;1;350;2;0
ROOM 10;42;1;40;3;365
Brooklyn Spacious Hip  Cosy Room in 2 bedroom;52;1;42;8;43
Home Garden lots localfast 2 ManhattanBrooklyn;219;2;103;3;189
Gorgeous Comfy Apartment;154;2;165;3;153
Quiet Room With a View in South Slope;92;2;128;5;0
Rockaway Chic Houseboat Escape Serene  Airy;128;2;250;2;166
Thee Bohemian BNB Astoria;129;1;60;1;73
Ideal Williamsburg Apartment;94;2;109;2;0
Modern 1BD Condo in Upper Eastside;124;2;465;4;0
Midtown NY;113;1;100;1;0
Sunny big bedroom in lively Brooklyn neighborhood;66;1;40;14;0
Comfy Bedroom in Park Slope;77;1;45;30;0
Modern room in Prospect Heights;86;1;85;3;189
Cozy Getaway;217;2;85;2;159
Brooklyn 3 BDR Townhouse style comfort location;62;2;225;3;0
